Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-4687,351338,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4688,351339,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4689,351340,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4690,351341,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4691,351342,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4692,351343,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4694,351344,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4695,351345,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4696,351346,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4697,351347,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4698,351348,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4699,351349,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4700,351350,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4701,351351,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4702,351352,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4703,351353,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4704,351354,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4705,340107,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4706,351355,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4708,351356,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4709,351357,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4710,351358,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4712,351360,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4713,351361,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4714,351362,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4715,351363,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4716,349712,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4717,351364,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4718,351365,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4720,351366,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4721,351367,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4722,351368,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4723,351369,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4724,351370,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4725,351371,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4726,351372,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4727,351373,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4728,351374,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4729,351375,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4730,351376,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,8/11/2016,,
CDX16-4731,351377,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4693,351203,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,R,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4707,272255,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,R,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4719,351261,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,R,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4835,781576,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,P,29.75,7/28/2016,P,15.68
CDX16-4838,781579,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,P,39.83,7/28/2016,N,
CDX16-4833,781575,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,P,39.84,7/28/2016,N,
CDX16-4868,788207,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,P,42.39,7/28/2016,N,
CDX16-4836,781577,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,P,43.64,7/28/2016,N,
CDX16-4732,4116308,Eurasian Oystercatcher,Haematopus ostralegus,Charadriiformes,Haematopodidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4733,8109425,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4734,8109426,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4735,8109427,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4736,8109428,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4737,8109429,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4738,8109430,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4739,8109431,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4740,8109432,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4741,8109433,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4742,8109434,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4743,8109435,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4744,8109436,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4745,8109437,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4746,8109438,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4747,8109439,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4748,8109440,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4749,8109441,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4750,8109442,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4751,8109443,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4752,8109444,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4753,8109445,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4754,8109446,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4755,8109447,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4756,8109448,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4757,8109449,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4758,8109450,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4759,8109451,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4760,8109452,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4761,8109453,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4762,8109454,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4763,8109455,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4764,8109456,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4765,8109457,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4766,8109458,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4767,8109459,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4768,8109460,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,8/11/2016,,
CDX16-4769,8109461,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4770,8109462,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4771,8109463,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4772,8109464,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4773,8109465,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4774,8109466,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4775,8109467,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4776,8109468,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4777,8109469,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4779,8109470,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4780,8109471,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4781,8109472,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4782,8109473,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4783,8109474,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4784,8109475,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4785,8109476,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4786,8109477,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4787,8109478,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4788,8109479,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4789,8109480,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/27/2016,,
CDX16-4790,8109481,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4791,8109482,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4792,8109483,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4793,8109484,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4794,8109485,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4795,8109486,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4796,8109487,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4797,-,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4798,-,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4799,781542,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4800,781543,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4801,781544,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4802,781545,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4803,756610,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4804,781546,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4805,781547,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4806,781548,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,8/11/2016,,
CDX16-4807,781549,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4808,781550,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4809,781551,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
CDX16-4810,781552,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/19/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/28/2016,,
