Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-2848,778544,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2849,778545,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2850,778546,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2851,778547,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2852,778548,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2853,778549,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2855,778550,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2856,778551,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2857,778552,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2858,778553,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2859,778554,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2860,778555,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2861,778556,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2862,778557,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2863,FH756817,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2864,778558,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2865,778559,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2854,763762,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,R,2CY+,F,Garður,Southwest,5/22/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2899,778587,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,P,29.06,7/22/2013,N,
CDX16-2866,963008,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2867,8108030,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2868,8108031,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2869,8108032,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2870,8108033,Purple Sandpiper,Calidris maritima,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/19/2013,,
CDX16-2871,778560,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2872,778561,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2873,778562,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2874,778563,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2875,778564,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2876,778565,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2877,778566,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2878,778567,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY,U,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2879,778568,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY,U,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2880,778569,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2881,778570,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2882,778571,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2883,778572,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,U,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2884,778573,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2885,778574,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2886,778575,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2887,778576,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2888,778577,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2889,778578,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,U,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2890,778579,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2891,778580,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2892,778581,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2893,778582,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2894,778583,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2895,778584,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2896,778585,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2897,SV72989,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2898,778586,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2900,778588,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2901,778589,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2902,778590,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2903,778591,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,F,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2904,778592,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Garður,Southwest,5/23/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2905,778593,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2906,778594,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2907,778595,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2908,778596,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2909,778597,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2910,778598,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2911,778599,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2912,778600,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2913,781401,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2914,781402,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2915,781403,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2916,781404,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,2CY+,M,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2917,781405,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2918,781406,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2919,781407,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2920,8108034,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2921,8108035,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,F,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2922,8108036,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2923,8108037,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2924,8108038,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2925,-,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/24/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2926,8108039,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/26/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2927,-,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2928,4115191,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2929,342384,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2930,4115192,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2931,4115193,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2932,-,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2933,4115194,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2934,272102,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2935,4115195,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2936,272103,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2937,272104,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2938,272105,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2939,272106,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2940,272107,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2941,272108,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2942,272109,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2943,272110,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2944,4115196,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2945,272111,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2946,272112,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2947,272113,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2948,272114,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2949,272115,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2950,4115197,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2951,272116,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2952,4115198,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2953,272117,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2954,272118,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2955,272119,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2956,4115199,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2957,272120,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2958,272121,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2959,272122,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2960,272123,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2961,272124,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2962,4115200,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/22/2013,,
CDX16-2963,272125,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2964,272126,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/27/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3000,272127,Common Eider,Somateria mollissima,Anseriformes,Anatidae,N,2CY+,M,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,37.82,7/24/2013,N,
CDX16-3032,8108096,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,38.42,7/24/2013,N,
CDX16-2988,8108051,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,39.03,7/24/2013,N,
CDX16-3016,8108080,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,39.26,7/24/2013,N,
CDX16-3025,8108089,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,41.08,7/24/2013,N,
CDX16-2965,-,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2966,8108040,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2967,8108041,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2968,8108044,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2969,896179,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2970,8108067,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2971,8108043,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2972,8108052,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2973,8108061,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2974,8108050,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2975,8108059,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
