"County","State","Outbreak Date","Flock Type","Flock Size"
"Edmunds","South Dakota","03-23-2022","Commercial Turkey Breeder Hens","30800"
"Suffolk","New York","03-23-2022","Commercial Upland Gamebird Producer","8500"
"Beadle","South Dakota","03-23-2022","Commercial Turkey Meat Bird","49900"
"Kingsbury","South Dakota","03-23-2022","Commercial Table Egg Layer","120300"
"Spink","South Dakota","03-22-2023","Commercial Upland Gamebird Producer","570"
"Hale","Texas","03-22-2023","WOAH Non-Poultry","20"
"Tompkins","New York","03-22-2023","WOAH Poultry","6500"
"Klamath","Oregon","03-22-2023","WOAH Non-Poultry","30"
"Queens","New York","03-22-2023","Live Bird Market","140"
"Hanson","South Dakota","03-22-2022","Commercial Turkey Meat Bird","94600"
"Charles Mix","South Dakota","03-22-2022","Commercial Turkey Meat Bird","53800"
"Cumberland","Maine","03-22-2022","WOAH Poultry","250"
"Beadle","South Dakota","03-22-2022","Commercial Turkey Meat Bird","29400"
"Butler","Nebraska","03-22-2022","Commercial Broiler Production","570000"
"Cass","Missouri","03-21-2025","WOAH Non-Poultry","10"
"Franklin","Pennsylvania","03-21-2025","Commercial Turkey Meat Bird","13400"
"Dutchess","New York","03-21-2025","WOAH Non-Poultry","40"
"Hillsborough","Florida","03-21-2023","Live Bird Market","340"
"Washington","New York","03-21-2023","WOAH Non-Poultry","50"
"Onondaga","New York","03-20-2025","Live Bird Market","470"
"Reno","Kansas","03-20-2025","WOAH Non-Poultry","50"
"Atlantic","New Jersey","03-20-2025","WOAH Poultry","100"
"Valencia","New Mexico","03-20-2025","WOAH Non-Poultry","80"
"Crawford","Illinois","03-20-2025","Commercial Turkey Meat Bird","18300"
"Deaf Smith","Texas","03-20-2024","WOAH Non-Poultry","50"
"Warren","Iowa","03-20-2022","WOAH Non-Poultry","10"
"Hutchinson","South Dakota","03-20-2022","Commercial Turkey Meat Bird","50400"
"Bond","Illinois","03-19-2025","WOAH Non-Poultry","8"
"Gallatin","Montana","03-19-2025","WOAH Non-Poultry","30"
"York","Maine","03-19-2022","WOAH Non-Poultry","70"
"Knox","Maine","03-19-2022","WOAH Non-Poultry","20"
"Adams","Indiana","03-18-2025","Commercial Duck Breeder","3400"
"Jay","Indiana","03-18-2025","Commercial Table Egg Pullets","1340200"
"Butler","Kansas","03-18-2025","WOAH Non-Poultry","70"
"Knox","Maine","03-18-2024","WOAH Non-Poultry","40"
"Kingsbury","South Dakota","03-18-2022","Commercial Turkey Meat Bird","39200"
"Hanson","South Dakota","03-18-2022","Commercial Turkey Meat Bird","20200"
"Cecil","Maryland","03-18-2022","Commercial Table Egg Pullets","315400"
"Dickinson","Kansas","03-18-2022","WOAH Poultry","250"
"Buena Vista","Iowa","03-17-2025","Commercial Table Egg Pullets","400000"
"Woodward","Oklahoma","03-17-2025","WOAH Non-Poultry","110"
"Lancaster","Pennsylvania","03-17-2023","WOAH Poultry","2500"
"Sedgwick","Kansas","03-17-2022","WOAH Non-Poultry","6"
"Lincoln","Maine","03-17-2022","WOAH Non-Poultry","30"
"Kent","Delaware","03-17-2022","Commercial Broiler Production","147800"
"Buena Vista","Iowa","03-17-2022","Commercial Table Egg Layer","5347500"
"Lancaster","Pennsylvania","03-16-2023","WOAH Poultry","1600"
"Lancaster","Pennsylvania","03-16-2023","WOAH Poultry","2400"
"Maries","Missouri","03-16-2023","WOAH Non-Poultry","10"
"Chester","Pennsylvania","03-16-2023","Commercial Turkey Meat Bird","11800"
"Monroe","Mississippi","03-16-2023","WOAH Non-Poultry","30"
"Rockingham","New Hampshire","03-16-2022","WOAH Non-Poultry","150"
"Chickasaw","Iowa","03-15-2023","WOAH Non-Poultry","50"
"Mifflin","Pennsylvania","03-15-2023","WOAH Non-Poultry","60"
"Merrick","Nebraska","03-15-2022","WOAH Non-Poultry","90"
"Ralls","Missouri","03-15-2022","WOAH Non-Poultry","100"
"Klamath","Oregon","03-14-2024","WOAH Non-Poultry","10"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3000"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3900"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","2400"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","2400"
"Eaton","Michigan","03-14-2023","WOAH Non-Poultry","20"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3000"
"York","Maine","03-14-2022","WOAH Non-Poultry","180"
"Jefferson","Wisconsin","03-14-2022","Commercial Table Egg Layer","2750700"
"Salem","New Jersey","03-13-2025","WOAH Non-Poultry","5"
"Lawrence","Illinois","03-13-2025","Commercial Turkey Meat Bird","15400"
"Anne Arundel","Maryland","03-13-2025","WOAH Non-Poultry","7"
"Lehigh","Pennsylvania","03-13-2025","Live Bird Market","350"
"Lancaster","Pennsylvania","03-13-2023","WOAH Poultry","6000"
"Mercer","New Jersey","03-12-2025","Live Bird Market","370"
"Noxubee","Mississippi","03-12-2025","Commercial Broiler Breeder","47700"
"Philadelphia","Pennsylvania","03-12-2025","Live Bird Market","420"
"Hudson","New Jersey","03-12-2025","Live Bird Market","370"
"Grady","Oklahoma","03-12-2025","WOAH Non-Poultry","30"
"Hudson","New Jersey","03-12-2025","Live Bird Market","760"
"Hutchinson","South Dakota","03-12-2024","Commercial Turkey Meat Bird","31200"
"Charles Mix","South Dakota","03-12-2022","Commercial Turkey Meat Bird","37500"
"Lincoln","Maine","03-12-2022","WOAH Non-Poultry","100"
"Rensselaer","New York","03-11-2025","WOAH Non-Poultry","50"
"Dallas","Iowa","03-11-2025","WOAH Non-Poultry","100"
"Dawson","Nebraska","03-11-2025","WOAH Non-Poultry","20"
"Moore","Texas","03-11-2024","WOAH Non-Poultry","280"
"Clay","Minnesota","03-11-2024","WOAH Non-Poultry","80"
"Mclean","Illinois","03-11-2022","WOAH Non-Poultry","40"
"Franklin","Kansas","03-11-2022","WOAH Poultry","260"
"Weld","Colorado","03-10-2025","WOAH Non-Poultry","20"
"Kings","New York","03-10-2025","Live Bird Market","0"
"Queens","New York","03-10-2025","Live Bird Market","1100"
"Montgomery","Indiana","03-10-2025","WOAH Non-Poultry","20"
"Taylor","Iowa","03-10-2022","Commercial Table Egg Layer","915900"
"Cecil","Maryland","03-10-2022","Commercial Table Egg Layer","663400"
"Lawrence","Missouri","03-09-2022","Commercial Turkey Breeder Replacement Hens","37800"
"Jasper","Missouri","03-08-2022","Commercial Turkey Meat Bird","25000"
"New Castle","Delaware","03-08-2022","Commercial Table Egg Pullets","243900"
"Queen Anne's","Maryland","03-08-2022","Commercial Broiler Production","139300"
"Richmond","New York","03-07-2025","Live Bird Market","450"
"Lancaster","Pennsylvania","03-07-2025","WOAH Poultry","6500"
"Russell","Kansas","03-07-2025","WOAH Non-Poultry","20"
"Adams","Indiana","03-07-2025","Commercial Duck Breeder","3200"
"Bronx","New York","03-07-2025","Live Bird Market","1000"
"Essex","Massachusetts","03-07-2024","WOAH Poultry","70"
"Rockingham","Virginia","03-07-2023","WOAH Non-Poultry","250"
"Mercer","Ohio","03-06-2025","Commercial Turkey Meat Bird","22100"
"Mercer","Ohio","03-06-2025","Commercial Turkey Meat Bird","9500"
"Monroe","Michigan","03-06-2025","WOAH Non-Poultry","40"
"Kings","New York","03-06-2025","Live Bird Market","70"
"Bucks","Pennsylvania","03-06-2023","WOAH Poultry","1700"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","6000"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","310"
"Bingham","Idaho","03-06-2023","WOAH Non-Poultry","10"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","1800"
"Buena Vista","Iowa","03-06-2022","Commercial Turkey Meat Bird","49800"
"Charles Mix","South Dakota","03-05-2022","Commercial Turkey Meat Bird","44100"
"Will","Illinois","03-04-2025","WOAH Non-Poultry","50"
"Jay","Indiana","03-04-2025","Commercial Table Egg Layer","187200"
"Multnomah","Oregon","03-04-2025","WOAH Non-Poultry","40"
"Lancaster","Pennsylvania","03-04-2023","Commercial Duck Breeder","11300"
"Lancaster","Pennsylvania","03-04-2023","Commercial Turkey Meat Bird","26600"
"Chester","Pennsylvania","03-04-2023","WOAH Poultry","6900"
"Northumberland","Pennsylvania","03-04-2023","WOAH Poultry","680"
"Lancaster","Pennsylvania","03-04-2023","Commercial Turkey Meat Bird","19600"
"Stoddard","Missouri","03-04-2022","Commercial Broiler Production","294800"
"Bates","Missouri","03-04-2022","WOAH Non-Poultry","50"
"Cecil","Maryland","03-04-2022","Commercial Table Egg Layer","644000"
"Queens","New York","03-03-2025","Live Bird Market","0"
"Queens","New York","03-03-2025","Live Bird Market","150"
"Douglas","Nevada","03-03-2023","WOAH Non-Poultry","20"
"Chester","Pennsylvania","03-03-2023","WOAH Poultry","5200"
"Dubois","Indiana","03-02-2022","Commercial Turkey Meat Bird","16500"
"Pottawattamie","Iowa","03-01-2022","WOAH Non-Poultry","40"
"New London","Connecticut","03-01-2022","WOAH Non-Poultry","160"
"Hot Springs","Wyoming","02-28-2025","WOAH Non-Poultry","10"
"Portage","Ohio","02-28-2025","WOAH Non-Poultry","40"
"Suffolk","New York","02-28-2025","WOAH Non-Poultry","3"
"Dare","North Carolina","02-28-2025","WOAH Non-Poultry","20"
"Bernalillo","New Mexico","02-28-2025","WOAH Non-Poultry","50"
"Miami-dade","Florida","02-28-2023","Live Bird Market","510"
"Collier","Florida","02-27-2025","WOAH Non-Poultry","30"
"Miami-dade","Florida","02-27-2025","WOAH Poultry","120"
"Stevens","Minnesota","02-27-2024","WOAH Non-Poultry","20"
"Mahoning","Ohio","02-27-2024","WOAH Non-Poultry","140"
"Lancaster","Pennsylvania","02-27-2023","WOAH Poultry","4400"
"Westchester","New York","02-26-2025","WOAH Non-Poultry","100"
"Dukes","Massachusetts","02-26-2025","WOAH Non-Poultry","50"
"Cumberland","Maine","02-26-2025","WOAH Non-Poultry","30"
"Monroe","New York","02-26-2024","WOAH Non-Poultry","20"
"Jay","Indiana","02-25-2025","Commercial Turkey Meat Bird","18600"
"Mercer","Ohio","02-25-2025","Commercial Table Egg Layer","90000"
"Jay","Indiana","02-25-2025","Commercial Turkey Meat Bird","16500"
"Union","Indiana","02-25-2025","WOAH Non-Poultry","40"
"Jasper","Indiana","02-25-2025","WOAH Non-Poultry","90"
"Elkhart","Indiana","02-25-2025","Commercial Duck Breeder","1800"
"Lagrange","Indiana","02-25-2025","Commercial Duck Breeder","3800"
"Monroe","Michigan","02-25-2025","WOAH Non-Poultry","10"
"Philadelphia","Pennsylvania","02-24-2025","Live Bird Market","1100"
"Wayne","Illinois","02-24-2023","Commercial Turkey Meat Bird","18200"
"Lancaster","Pennsylvania","02-24-2023","WOAH Poultry","4000"
"Chester","Pennsylvania","02-24-2023","WOAH Poultry","3400"
"Dutchess","New York","02-24-2022","WOAH Non-Poultry","200"
"Ulster","New York","02-24-2022","WOAH Non-Poultry","70"
"Dubois","Indiana","02-24-2022","Commercial Turkey Meat Bird","36000"
"Onondaga","New York","02-23-2024","WOAH Non-Poultry","10"
"Dallas","Missouri","02-23-2024","WOAH Poultry","20300"
"Allen","Indiana","02-23-2024","WOAH Non-Poultry","50"
"Lancaster","Pennsylvania","02-23-2023","WOAH Poultry","2000"
"Moffat","Colorado","02-23-2023","WOAH Non-Poultry","40"
"Alexandria City","Virginia","02-23-2023","Live Bird Market","800"
"Kalamazoo","Michigan","02-23-2022","WOAH Non-Poultry","30"
"Greene","Indiana","02-23-2022","Commercial Turkey Meat Bird","15400"
"Greene","Indiana","02-23-2022","Commercial Turkey Meat Bird","48200"
"Knox","Maine","02-23-2022","WOAH Non-Poultry","100"
"Union","New Jersey","02-22-2025","Live Bird Market","830"
"Charles","Maryland","02-22-2024","WOAH Non-Poultry","30"
"Lancaster","Pennsylvania","02-22-2023","WOAH Poultry","4200"
"New Castle","Delaware","02-22-2022","Commercial Table Egg Layer","1046900"
"Mercer","Ohio","02-21-2025","Commercial Table Egg Layer","84800"
"Delaware","New York","02-21-2025","WOAH Non-Poultry","240"
"Mercer","Ohio","02-21-2025","WOAH Poultry","55900"
"Elkhart","Indiana","02-21-2025","Commercial Duck Meat Bird","4200"
"Darke","Ohio","02-21-2025","Commercial Table Egg Layer","3090400"
"Broward","Florida","02-21-2025","WOAH Non-Poultry","10"
"Washington","Indiana","02-21-2025","Commercial Turkey Meat Bird","19400"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","28500"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","12300"
"Franklin","Ohio","02-21-2024","WOAH Non-Poultry","10"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","31000"
"Lancaster","Pennsylvania","02-21-2023","Commercial Broiler Production","97700"
"Lincoln","Nebraska","02-21-2023","WOAH Poultry","420"
"Butler","Pennsylvania","02-20-2025","WOAH Non-Poultry","610"
"Luzerne","Pennsylvania","02-20-2025","WOAH Non-Poultry","90"
"Sac","Iowa","02-20-2025","Commercial Turkey Meat Bird","29700"
"Cumberland","Maine","02-20-2025","WOAH Non-Poultry","80"
"Duplin","North Carolina","02-20-2024","Commercial Turkey Meat Bird","20900"
"Graham","Arizona","02-19-2025","WOAH Non-Poultry","280"
"Knox","Maine","02-19-2022","WOAH Non-Poultry","30"
"Stark","Ohio","02-18-2025","WOAH Non-Poultry","30"
"Churchill","Nevada","02-18-2025","WOAH Non-Poultry","20"
"Mercer","Ohio","02-18-2025","Commercial Turkey Meat Bird","10600"
"Darke","Ohio","02-18-2025","Commercial Table Egg Layer","164900"
"Suffolk","New York","02-18-2022","WOAH Non-Poultry","8"
"Tioga","Pennsylvania","02-17-2023","WOAH Non-Poultry","50"
"Copiah","Mississippi","02-17-2023","WOAH Poultry","50"
"San Joaquin","California","02-17-2023","WOAH Non-Poultry","160"
"Kanawha","West Virginia","02-16-2024","WOAH Non-Poultry","250"
"Dubois","Indiana","02-16-2022","Commercial Turkey Meat Bird","26600"
"Columbia","New York","02-15-2023","WOAH Poultry","250"
"Webster","Kentucky","02-15-2022","Commercial Turkey Meat Bird","53300"
"Washington","Indiana","02-14-2025","Commercial Turkey Meat Bird","14100"
"Randolph","Indiana","02-14-2025","WOAH Non-Poultry","70"
"Jay","Indiana","02-14-2025","Commercial Table Egg Layer","1224800"
"Saunders","Nebraska","02-14-2025","WOAH Non-Poultry","50"
"Mercer","Ohio","02-14-2025","Commercial Turkey Meat Bird","16700"
"Buena Vista","Iowa","02-14-2025","Commercial Turkey Meat Bird","26700"
"Jay","Indiana","02-14-2025","Commercial Table Egg Layer","1454600"
"Darke","Ohio","02-14-2025","Commercial Turkey Meat Bird","20100"
"Hillsborough","Florida","02-14-2023","WOAH Non-Poultry","10"
"Benton","Washington","02-14-2023","WOAH Non-Poultry","60"
"Riverside","California","02-13-2025","WOAH Poultry","11400"
"Sussex","Delaware","02-13-2025","WOAH Non-Poultry","30"
"Auglaize","Ohio","02-13-2025","Commercial Table Egg Layer","210600"
"Mercer","Ohio","02-13-2025","Commercial Table Egg Layer","125800"
"Monroe","Michigan","02-13-2025","WOAH Non-Poultry","30"
"Doniphan","Kansas","02-13-2023","WOAH Non-Poultry","30"
"Carroll","Missouri","02-13-2023","WOAH Non-Poultry","9"
"Lancaster","Pennsylvania","02-12-2025","WOAH Poultry","600"
"Merced","California","02-12-2025","Commercial Broiler Production","280600"
"Weld","Colorado","02-12-2025","WOAH Poultry","150"
"Platte","Wyoming","02-12-2025","WOAH Non-Poultry","0"
"Mercer","Ohio","02-12-2025","Commercial Table Egg Layer","131000"
"Lawrence","Missouri","02-12-2025","Commercial Turkey Breeder Hens","13000"
"Weld","Colorado","02-12-2025","WOAH Non-Poultry","20"
"Crow Wing","Minnesota","02-12-2025","WOAH Non-Poultry","160"
"Twin Falls","Idaho","02-12-2024","WOAH Non-Poultry","20"
"Schuylkill","Pennsylvania","02-12-2024","WOAH Non-Poultry","30"
"Fulton","Kentucky","02-12-2022","Commercial Broiler Production","231400"
"Fauquier","Virginia","02-12-2022","WOAH Non-Poultry","90"
"Jay","Indiana","02-11-2025","Commercial Table Egg Layer","912000"
"Cumberland","Pennsylvania","02-11-2025","Commercial Duck Meat Bird","20000"
"Mercer","Ohio","02-11-2025","Commercial Table Egg Pullets","20000"
"Madison","New York","02-11-2025","WOAH Non-Poultry","20"
"Yankton","South Dakota","02-11-2025","WOAH Non-Poultry","50"
"Lancaster","Pennsylvania","02-11-2025","Commercial Broiler Production","80000"
"Mercer","Ohio","02-10-2025","Commercial Turkey Meat Bird","20100"
"Lawrence","Missouri","02-10-2025","Commercial Turkey Breeder Hens","14100"
"Mason","Washington","02-10-2025","WOAH Non-Poultry","7"
"Lenoir","North Carolina","02-09-2024","Commercial Turkey Meat Bird","32400"
"Owyhee","Idaho","02-08-2024","WOAH Non-Poultry","9"
"Delta","Colorado","02-08-2024","Commercial Broiler Breeder","66500"
"Miami-dade","Florida","02-08-2024","Live Bird Market","1500"
"Lancaster","Pennsylvania","02-08-2023","WOAH Poultry","20300"
"Mitchell","Kansas","02-08-2023","Commercial Upland Gamebird Producer","17000"
"Dubois","Indiana","02-08-2022","Commercial Turkey Meat Bird","29000"
"Mercer","Ohio","02-07-2025","Commercial Table Egg Layer","388900"
"Mercer","Ohio","02-07-2025","Commercial Table Egg Layer","96300"
"Calcasieu","Louisiana","02-07-2025","WOAH Non-Poultry","10"
"Lebanon","Pennsylvania","02-07-2025","Commercial Broiler Production","53500"
"Lancaster","Pennsylvania","02-07-2025","WOAH Poultry","610"
"Mercer","Ohio","02-07-2025","Commercial Turkey Meat Bird","4100"
"Allegheny","Pennsylvania","02-07-2023","WOAH Non-Poultry","20"
"Leake","Mississippi","02-07-2023","Commercial Broiler Production","89800"
"Lawrence","Missouri","02-06-2025","Commercial Turkey Meat Bird","9500"
"Mercer","Ohio","02-06-2025","Commercial Turkey Meat Bird","19900"
"Lancaster","Pennsylvania","02-06-2025","Commercial Duck Meat Bird","12100"
"New London","Connecticut","02-06-2025","WOAH Non-Poultry","20"
"Newton","Missouri","02-06-2025","Commercial Broiler Production","44400"
"Darke","Ohio","02-06-2025","Commercial Table Egg Layer","522200"
"Queens","New York","02-06-2025","Live Bird Market","200"
"Lancaster","Pennsylvania","02-06-2025","WOAH Poultry","14900"
"Mercer","Ohio","02-06-2025","Commercial Turkey Meat Bird","10100"
"Lebanon","Pennsylvania","02-06-2025","Commercial Table Egg Layer","84800"
"Bronx","New York","02-06-2025","Live Bird Market","0"
"Mercer","Ohio","02-06-2025","Commercial Table Egg Layer","232600"
"Essex","Massachusetts","02-06-2024","WOAH Non-Poultry","20"
"Gage","Nebraska","02-06-2024","Commercial Broiler Production","102000"
"Wayne","Pennsylvania","02-06-2024","WOAH Non-Poultry","360"
"Park","Wyoming","02-06-2023","WOAH Non-Poultry","10"
"Placer","California","02-06-2023","WOAH Non-Poultry","30"
"San Joaquin","California","02-06-2023","WOAH Non-Poultry","8"
"Hancock","Maine","02-06-2023","WOAH Non-Poultry","30"
"Merced","California","02-06-2023","Commercial Duck Breeder","29100"
"Kennebec","Maine","02-06-2023","WOAH Non-Poultry","40"
"Queens","New York","02-05-2025","Live Bird Market","520"
"Mercer","Ohio","02-05-2025","Commercial Turkey Meat Bird","8900"
"Pinal","Arizona","02-05-2025","WOAH Non-Poultry","30"
"Cumberland","Pennsylvania","02-05-2025","Commercial Broiler Production","26400"
"Larimer","Colorado","02-05-2025","WOAH Non-Poultry","10"
"Mercer","Ohio","02-05-2025","Commercial Table Egg Layer","174600"
"Kings","New York","02-05-2025","Live Bird Market","0"
"Stanislaus","California","02-05-2025","Commercial Turkey Meat Bird","30200"
"Auglaize","Ohio","02-05-2025","Commercial Turkey Meat Bird","11000"
"Mercer","Ohio","02-04-2025","Commercial Table Egg Layer","96700"
"Mercer","Ohio","02-04-2025","Commercial Table Egg Pullets","88300"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","3500"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","12200"
"Jasper","Missouri","02-04-2025","Commercial Turkey Meat Bird","49500"
"Queens","New York","02-04-2025","Live Bird Market","420"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","11600"
"Dauphin","Pennsylvania","02-04-2025","Commercial Table Egg Layer","1975300"
"Adams","Pennsylvania","02-04-2025","WOAH Non-Poultry","30"
"Darke","Ohio","02-04-2025","Commercial Turkey Meat Bird","5400"
"Worcester","Maryland","02-04-2025","Commercial Broiler Production","168300"
"Bronx","New York","02-04-2025","Live Bird Market","100"
"Lawrence","Missouri","02-04-2025","Commercial Turkey Breeder Replacement Hens","14300"
"Alpena","Michigan","02-04-2025","WOAH Non-Poultry","8"
"Harvey","Kansas","02-04-2025","WOAH Non-Poultry","50"
"Newton","Missouri","02-04-2025","Commercial Turkey Meat Bird","13600"
"San Joaquin","California","02-03-2025","Commercial Turkey Meat Bird","22200"
"Klamath","Oregon","02-03-2025","WOAH Non-Poultry","10"
"O'brien","Iowa","02-02-2025","Commercial Table Egg Layer","241600"
"Lancaster","Pennsylvania","02-01-2023","Commercial Duck Meat Bird","32800"
"Lancaster","Pennsylvania","02-01-2023","WOAH Poultry","2700"
"Montgomery","Maryland","01-31-2025","WOAH Non-Poultry","10"
"Mercer","Ohio","01-31-2025","Commercial Table Egg Layer","748800"
"Mercer","Ohio","01-31-2025","Commercial Turkey Meat Bird","22000"
"Virginia Beach City","Virginia","01-31-2025","WOAH Non-Poultry","210"
"Barry","Missouri","01-31-2025","Commercial Turkey Meat Bird","34000"
"Darke","Ohio","01-31-2025","Commercial Turkey Meat Bird","11700"
"Mcdonald","Missouri","01-31-2025","Commercial Broiler Production","131400"
"Placer","California","01-31-2024","WOAH Non-Poultry","20"
"Jerome","Idaho","01-30-2025","WOAH Non-Poultry","10"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","21700"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","4600"
"Monroe","Pennsylvania","01-30-2025","WOAH Non-Poultry","30"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","8700"
"Mcdonald","Missouri","01-30-2025","Commercial Turkey Meat Bird","11700"
"Darke","Ohio","01-30-2025","Commercial Table Egg Layer","150700"
"Mercer","Ohio","01-30-2025","Commercial Table Egg Layer","437100"
"Van Wert","Ohio","01-30-2025","Commercial Turkey Meat Bird","21400"
"Broward","Florida","01-30-2025","WOAH Non-Poultry","70"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","11200"
"Nance","Nebraska","01-30-2025","WOAH Non-Poultry","70"
"Mercer","Ohio","01-29-2025","Commercial Turkey Meat Bird","9000"
"Madera","California","01-29-2025","Commercial Duck Meat Bird","18600"
"Darke","Ohio","01-29-2025","Commercial Turkey Meat Bird","9700"
"San Mateo","California","01-29-2025","WOAH Non-Poultry","4"
"Newton","Missouri","01-29-2025","Commercial Turkey Meat Bird","19000"
"Merced","California","01-29-2025","Commercial Duck Meat Bird","87800"
"Darke","Ohio","01-29-2025","Commercial Table Egg Layer","1356300"
"Mercer","Ohio","01-29-2025","Commercial Turkey Meat Bird","20100"
"Sampson","North Carolina","01-28-2025","Commercial Turkey Breeder Hens","24100"
"Newton","Missouri","01-28-2025","Commercial Turkey Meat Bird","14300"
"Kent","Delaware","01-28-2025","Commercial Broiler Production","145800"
"Mcdonald","Missouri","01-28-2025","Commercial Broiler Breeder","18300"
"Jackson","Indiana","01-28-2025","Commercial Table Egg Layer","2633900"
"Lehigh","Pennsylvania","01-28-2025","WOAH Poultry","48000"
"Shelby","Indiana","01-28-2025","WOAH Non-Poultry","60"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","5100"
"Adams","Indiana","01-27-2025","Commercial Turkey Meat Bird","19900"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","12600"
"Sampson","North Carolina","01-27-2025","Commercial Turkey Breeder Replacement Hens","1900"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","9300"
"Mercer","Ohio","01-27-2025","Commercial Duck Meat Bird","12600"
"Ulster","New York","01-27-2025","WOAH Non-Poultry","60"
"Kearney","Nebraska","01-27-2025","WOAH Non-Poultry","90"
"Pinal","Arizona","01-27-2025","Commercial Table Egg Layer","316600"
"Hancock","Maine","01-27-2023","WOAH Non-Poultry","40"
"De Soto","Florida","01-26-2024","WOAH Non-Poultry","660"
"Kennebec","Maine","01-25-2024","WOAH Non-Poultry","40"
"Daviess","Indiana","01-25-2024","Commercial Turkey Meat Bird","13100"
"Rowan","North Carolina","01-25-2023","WOAH Non-Poultry","2"
"Polk","Oregon","01-25-2023","WOAH Non-Poultry","20"
"Buena Vista","Iowa","01-25-2023","Commercial Turkey Meat Bird","27700"
"Rockingham","Virginia","01-25-2023","Commercial Turkey Meat Bird","11100"
"Suffolk","New York","01-25-2023","WOAH Non-Poultry","10"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","5100"
"Washington","Rhode Island","01-24-2025","WOAH Non-Poultry","50"
"Cleveland","Arkansas","01-24-2025","Commercial Broiler Breeder","19500"
"Darke","Ohio","01-24-2025","Commercial Turkey Meat Bird","22300"
"Allen","Indiana","01-24-2025","WOAH Poultry","26100"
"New Haven","Connecticut","01-24-2025","WOAH Non-Poultry","30"
"Darke","Ohio","01-24-2025","Commercial Table Egg Layer","1818000"
"Windsor","Vermont","01-24-2025","WOAH Non-Poultry","20"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","18500"
"Orange","Florida","01-24-2025","WOAH Non-Poultry","1"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","9500"
"Newton","Missouri","01-24-2025","Commercial Table Egg Layer","1149400"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","19600"
"Mcdonald","Missouri","01-24-2025","Primary Broiler Breeder Pedigree Farm","650"
"Wadena","Minnesota","01-24-2025","Commercial Turkey Meat Bird","296300"
"Franklin","Washington","01-24-2025","Commercial Table Egg Layer","307800"
"Plymouth","Massachusetts","01-24-2025","WOAH Non-Poultry","30"
"Darke","Ohio","01-23-2025","Commercial Table Egg Pullets","349200"
"Mercer","Ohio","01-23-2025","Commercial Table Egg Layer","85000"
"Yolo","California","01-23-2025","WOAH Non-Poultry","6"
"Putnam","New York","01-23-2025","WOAH Non-Poultry","60"
"Mercer","Ohio","01-23-2025","Commercial Table Egg Layer","1468900"
"Mercer","Ohio","01-23-2025","Commercial Turkey Meat Bird","11200"
"Edmunds","South Dakota","01-23-2024","Commercial Upland Gamebird Producer","22200"
"Belknap","New Hampshire","01-23-2023","WOAH Non-Poultry","40"
"Dorchester","Maryland","01-22-2025","Commercial Broiler Production","144000"
"Newton","Missouri","01-22-2025","Commercial Turkey Meat Bird","21300"
"Cleveland","Arkansas","01-22-2025","Commercial Broiler Production","106900"
"Jasper","Missouri","01-22-2025","Commercial Turkey Meat Bird","49400"
"Newton","Missouri","01-22-2025","Commercial Turkey Meat Bird","23000"
"Cook","Illinois","01-22-2025","WOAH Poultry","500"
"Lawrence","Missouri","01-22-2025","Commercial Turkey Meat Bird","52400"
"Mitchell","Kansas","01-22-2024","Commercial Upland Gamebird Producer","5800"
"Orangeburg","South Carolina","01-22-2024","WOAH Non-Poultry","40"
"Newton","Missouri","01-21-2025","Commercial Table Egg Layer","1175800"
"Umatilla","Oregon","01-21-2025","WOAH Non-Poultry","50"
"Accomack","Virginia","01-21-2025","Commercial Broiler Production","441000"
"Elbert","Georgia","01-21-2025","Commercial Broiler Production","130400"
"Caroline","Maryland","01-21-2025","Commercial Broiler Production","108400"
"Larimer","Colorado","01-20-2023","WOAH Non-Poultry","70"
"Weakley","Tennessee","01-20-2023","Commercial Broiler Production","267800"
